BKA, 11340,Toán:,6.25,Ngữ văn:,5.00,Ngoại ngữ:,4.88,Vật lý:,5.40,Hóa học:,4.60
BKA, 11341,Toán:,2.75,Ngữ văn:,7.00,Ngoại ngữ:,3.05,Địa lý:,4.00
BKA, 7124,Toán:,5.75,Ngữ văn:,3.50,Ngoại ngữ:,2.88,Vật lý:,6.40,Hóa học:,4.80
BKA, 1693,Toán:,5.75,Ngữ văn:,6.75,Ngoại ngữ:,3.45,Vật lý:,5.60
BKA, 12491,Toán:,5.25,Ngữ văn:,6.25,Ngoại ngữ:,2.68,Địa lý:,4.50
BKA, 740,Toán:,8.25,Ngữ văn:,7.75,Ngoại ngữ:,7.55,Lịch sử:,7.00,Địa lý:,8.50
BKA, 5806,Toán:,7.25,Ngữ văn:,5.25,Ngoại ngữ:,2.23,Vật lý:,6.60,Hóa học:,6.80
BKA, 1207,Toán:,6.50,Ngữ văn:,5.00,Ngoại ngữ:,3.05,Vật lý:,6.80,Hóa học:,6.40
BKA, 1208,Toán:,4.75,Ngữ văn:,4.50,Ngoại ngữ:,2.25,Địa lý:,4.00
BKA, 11709,Toán:,6.00,Ngữ văn:,4.00,Ngoại ngữ:,4.33,Vật lý:,6.60
BKA, 3528,Toán:,6.50,Ngữ văn:,5.00,Ngoại ngữ:,4.00,Hóa học:,4.40,Sinh học:,5.60
BKA, 3529,Toán:,4.00,Ngữ văn:,3.75,Ngoại ngữ:,2.10,Địa lý:,3.50
BKA, 9937,Toán:,5.00,Ngữ văn:,7.50,Ngoại ngữ:,3.23,Địa lý:,4.50
BKA, 10581,Toán:,5.50,Ngữ văn:,3.00,Ngoại ngữ:,2.88,Vật lý:,5.80,Hóa học:,6.40
BKA, 7751,Toán:,6.00,Ngữ văn:,5.50,Ngoại ngữ:,3.50
BKA, 3871,Toán:,4.00,Ngữ văn:,4.50,Ngoại ngữ:,1.13,Địa lý:,4.50
BKA, 4779,Toán:,4.00,Ngữ văn:,4.75,Ngoại ngữ:,5.80,Địa lý:,3.50
BKA, 11131,Toán:,4.75,Ngữ văn:,6.00,Ngoại ngữ:,4.33,Địa lý:,5.00
BKA, 1697,Toán:,5.25,Ngữ văn:,2.50,Ngoại ngữ:,2.83,Vật lý:,4.40,Địa lý:,4.00
BKA, 157,Toán:,4.25,Ngữ văn:,6.50,Ngoại ngữ:,1.63,Vật lý:,3.40,Hóa học:,5.20
BKA, 10831,Toán:,5.25,Ngữ văn:,7.50,Ngoại ngữ:,6.53,Địa lý:,4.00
BKA, 7185,Toán:,6.50,Ngữ văn:,6.75,Ngoại ngữ:,7.55,Vật lý:,7.00
BKA, 9234,Toán:,5.00,Ngữ văn:,5.75,Ngoại ngữ:,1.75,Địa lý:,5.50
BKA, 9915,Toán:,7.00,Ngữ văn:,7.50,Ngoại ngữ:,4.25,Vật lý:,5.40
BKA, 8414,Toán:,4.50,Ngữ văn:,7.25,Ngoại ngữ:,2.00,Vật lý:,3.40,Hóa học:,7.00,Sinh học:,5.00
